股票代码_Stkcd,日收益率_Dret,滞后一期收益,市盈率_PE,市净率_PB,市销率_PS,每股收益(摊薄)(元/股)_EPS,净资产收益率(摊薄)_ROE,每股营业利润(元/股)_OpPrfPS,每股净资产(元/股)_NAPS,每股营业收入_IncomePS
000672,0.0114,-0.029,9.11,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,-0.029,0.0063,9.38,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,0.0063,0.028,9.32,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,0.028,-0.0225,9.07,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,-0.0225,0.0349,9.27,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,0.0349,0.0307,8.96,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,0.0307,0.0202,8.69,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,0.0202,-0.0069,8.52,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,-0.0069,-0.0511,8.58,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,-0.0511,-0.0282,9.04,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,-0.0282,-0.0242,9.31,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,-0.0242,-0.0362,9.54,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,-0.0362,0.0561,9.89,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,0.0561,-0.0608,9.37,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,-0.0608,-0.0342,9.98,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,-0.0342,0.0004,10.33,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,0.0004,0.0605,10.32,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,0.0605,0.0146,9.74,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,0.0146,0.1002,9.6,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,0.1002,-0.0432,8.72,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,-0.0432,0.0501,9.12,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,0.0501,0.0498,8.68,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,0.0498,-0.0193,8.27,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,-0.0193,0.0032,8.43,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,0.0032,-0.0043,8.4,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,-0.0043,0.0049,8.44,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,0.0049,0,8.4,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,0,-0.0086,8.4,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,-0.0086,0.0263,8.47,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,0.0263,0.023,8.26,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,0.023,0.0102,8.07,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,0.0102,0.0173,7.99,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,0.0173,-0.0258,7.85,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,-0.0258,0.092,8.06,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,0.092,-0.0079,7.38,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,-0.0079,0.0086,7.44,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,0.0086,0.0031,7.38,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,0.0031,0.0457,7.35,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,0.0457,-0.1002,7.03,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,-0.1002,-0.0485,7.82,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,-0.0485,-0.0022,8.21,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,-0.0022,-0.0386,8.23,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,-0.0386,0.0027,8.56,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,0.0027,-0.0177,8.54,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,-0.0177,0,8.69,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,0,-0.0005,8.69,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,-0.0005,-0.0189,8.7,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,-0.0189,0.014,8.87,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,0.014,0.0398,8.74,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,0.0398,0.0254,8.41,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,0.0254,-0.0179,8.2,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,-0.0179,0.0193,8.35,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,0.0193,-0.0115,8.19,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,-0.0115,-0.0097,8.29,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,-0.0097,0.0104,8.37,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,0.0104,0.0475,7.1,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,0.0475,0.0331,6.78,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,0.0331,-0.0186,6.56,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,-0.0186,0.0118,6.69,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,0.0118,0.0071,6.61,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,0.0071,0.0132,6.56,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,0.0132,-0.0006,6.48,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,-0.0006,-0.0142,6.48,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,-0.0142,0.0036,6.58,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,0.0036,-0.01,6.55,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,-0.01,0.021,6.62,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,0.021,0.0048,6.48,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,0.0048,0.0079,6.45,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,0.0079,-0.0249,6.4,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,-0.0249,0.012,6.56,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,0.012,-0.0036,6.49,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,-0.0036,0.0371,6.51,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,0.0371,-0.0006,6.28,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,-0.0006,0.0202,6.28,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,0.0202,-0.0149,6.16,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,-0.0149,-0.0043,6.25,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,-0.0043,0.0164,6.28,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,0.0164,-0.0173,6.18,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,-0.0173,-0.0218,6.28,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,-0.0218,-0.0018,6.42,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,-0.0018,-0.0236,6.44,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,-0.0236,0.0837,6.59,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,0.0837,-0.0309,6.08,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,-0.0309,0.0125,6.28,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,0.0125,0,6.2,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,0,0.0999,6.2,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,0.0999,0.0007,5.64,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,0.0007,-0.0123,5.63,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,-0.0123,0.0223,5.7,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,0.0223,-0.0035,5.58,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,-0.0035,0.0091,5.6,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,0.0091,-0.048,5.55,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,-0.048,-0.0298,5.83,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,-0.0298,0,6.01,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,0,0.0039,6.01,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,0.0039,-0.0065,5.98,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,-0.0065,0.0299,6.02,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,0.0299,0.0344,5.85,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,0.0344,-0.0115,5.65,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,-0.0115,0.0173,5.72,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,0.0173,-0.0177,5.62,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,-0.0177,-0.018,5.72,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,-0.018,-0.0073,5.83,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,-0.0073,0.0067,5.87,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,0.0067,0.0013,5.83,2.38,2.06,1.89,33.4965,2.59,5.65,5.63
000672,0.0013,0,5.82,2.38,2.06,1.17,23.6833,1.59,4.93,3.55
000672,0,0.0122,5.82,2.38,2.06,1.17,23.6833,1.59,4.93,3.55
000672,0.0122,-0.0439,5.75,2.38,2.06,1.17,23.6833,1.59,4.93,3.55
000672,-0.0439,-0.0045,6.02,2.38,2.06,1.17,23.6833,1.59,4.93,3.55
000672,-0.0045,0.0104,6.04,2.38,2.06,1.17,23.6833,1.59,4.93,3.55
000672,0.0104,-0.0598,5.98,2.38,2.06,1.17,23.6833,1.59,4.93,3.55
000672,-0.0598,0.0206,6.36,2.38,2.06,1.17,23.6833,1.59,4.93,3.55
000672,0.0206,0.0442,6.23,2.38,2.06,1.17,23.6833,1.59,4.93,3.55
000672,0.0442,0.0052,5.97,2.38,2.06,1.17,23.6833,1.59,4.93,3.55
000672,0.0052,0.0352,5.94,2.38,2.06,1.17,23.6833,1.59,4.93,3.55
000672,0.0352,0.0998,5.74,2.38,2.06,1.17,23.6833,1.59,4.93,3.55
000672,0.0998,-0.0125,5.71,2.49,1.88,1.17,23.6833,1.59,4.93,3.55
000672,-0.0125,0.0007,5.79,2.49,1.88,1.17,23.6833,1.59,4.93,3.55
000672,0.0007,-0.0174,5.78,2.49,1.88,1.17,23.6833,1.59,4.93,3.55
000672,-0.0174,-0.0029,5.88,2.49,1.88,1.17,23.6833,1.59,4.93,3.55
000672,-0.0029,0.0244,5.9,2.49,1.88,1.17,23.6833,1.59,4.93,3.55
000672,0.0244,-0.0088,5.76,2.49,1.88,1.17,23.6833,1.59,4.93,3.55
000672,-0.0088,0.0179,5.81,2.49,1.88,1.17,23.6833,1.59,4.93,3.55
000672,0.0179,0.0022,5.71,2.49,1.88,1.17,23.6833,1.59,4.93,3.55
000672,0.0022,0.0045,5.7,2.49,1.88,1.17,23.6833,1.59,4.93,3.55
000672,0.0045,-0.0249,5.67,2.49,1.88,1.17,23.6833,1.59,4.93,3.55
000672,-0.0249,0.0103,5.81,2.49,1.88,1.17,23.6833,1.59,4.93,3.55
000672,0.0103,0.0273,5.76,2.49,1.88,1.17,23.6833,1.59,4.93,3.55
000672,0.0273,-0.0172,5.6,2.49,1.88,1.17,23.6833,1.59,4.93,3.55
000672,-0.0172,0,5.7,2.49,1.88,1.17,23.6833,1.59,4.93,3.55
000672,0,0.0159,5.7,2.49,1.88,1.17,23.6833,1.59,4.93,3.55
000672,0.0159,0.0061,5.61,2.49,1.88,1.17,23.6833,1.59,4.93,3.55
000672,0.0061,-0.0068,5.58,2.49,1.88,1.17,23.6833,1.59,4.93,3.55
000672,-0.0068,0.0193,5.61,2.49,1.88,1.17,23.6833,1.59,4.93,3.55
000672,0.0193,0.0245,5.51,2.49,1.88,1.17,23.6833,1.59,4.93,3.55
000672,0.0245,0.0498,5.38,2.49,1.88,1.17,23.6833,1.59,4.93,3.55
000672,0.0498,-0.0259,5.12,2.49,1.88,1.17,23.6833,1.59,4.93,3.55
000672,-0.0259,-0.0144,5.26,2.49,1.88,1.17,23.6833,1.59,4.93,3.55
000672,-0.0144,0.0016,5.33,2.49,1.88,1.17,23.6833,1.59,4.93,3.55
000672,0.0016,0.0162,5.33,2.49,1.88,1.17,23.6833,1.59,4.93,3.55
000672,0.0162,-0.0352,5.24,2.49,1.88,1.17,23.6833,1.59,4.93,3.55
000672,-0.0352,0.0232,5.43,2.49,1.88,0.44,9.4123,0.6,4.69,1.4
000672,0.0232,-0.0024,5.31,2.49,1.88,0.44,9.4123,0.6,4.69,1.4
000672,-0.0024,0.004,5.32,2.49,1.88,0.44,9.4123,0.6,4.69,1.4
000672,0.004,0.0171,5.3,2.49,1.88,0.44,9.4123,0.6,4.69,1.4
000672,0.0171,0.0329,5.21,2.49,1.88,0.44,9.4123,0.6,4.69,1.4
000672,0.0329,0.0102,5.04,2.49,1.88,0.44,9.4123,0.6,4.69,1.4
000672,0.0102,0.0103,4.99,2.49,1.88,0.44,9.4123,0.6,4.69,1.4
000672,0.0103,0.0113,4.94,2.49,1.88,0.44,9.4123,0.6,4.69,1.4
000672,0.0113,-0.0163,4.89,2.49,1.88,0.44,9.4123,0.6,4.69,1.4
000672,-0.0163,0.0078,4.97,2.49,1.88,0.44,9.4123,0.6,4.69,1.4
000672,0.0078,-0.0153,4.93,2.49,1.88,0.44,9.4123,0.6,4.69,1.4
000672,-0.0153,-0.0017,5.01,2.49,1.88,0.44,9.4123,0.6,4.69,1.4
000672,-0.0017,-0.0183,5.02,2.49,1.88,0.44,9.4123,0.6,4.69,1.4
000672,-0.0183,-0.0033,5.11,2.49,1.88,0.44,9.4123,0.6,4.69,1.4
000672,-0.0033,-0.0251,5.13,2.49,1.88,0.44,9.4123,0.6,4.69,1.4
000672,-0.0251,-0.0151,5.26,2.49,1.88,0.44,9.4123,0.6,4.69,1.4
000672,-0.0151,-0.0095,5.34,2.49,1.88,0.44,9.4123,0.6,4.69,1.4
000672,-0.0095,-0.0254,5.39,2.49,1.88,0.44,9.4123,0.6,4.69,1.4
000672,-0.0254,-0.0008,5.53,2.49,1.88,0.44,9.4123,0.6,4.69,1.4
000672,-0.0008,-0.0031,5.53,2.49,1.88,0.44,9.4123,0.6,4.69,1.4
000672,-0.0031,0.0038,5.55,2.49,1.88,0.44,9.4123,0.6,4.69,1.4
000672,0.0038,-0.0023,5.53,2.49,1.88,0.44,9.4123,0.6,4.69,1.4
000672,-0.0023,-0.0053,5.54,2.49,1.88,0.44,9.4123,0.6,4.69,1.4
000672,-0.0053,0.01,5.57,2.49,1.88,0.44,9.4123,0.6,4.69,1.4
000672,0.01,-0.0197,5.52,2.49,1.88,0.44,9.4123,0.6,4.69,1.4
000672,-0.0197,0.0193,5.63,2.49,1.88,0.44,9.4123,0.6,4.69,1.4
000672,0.0193,0.0008,5.52,2.49,1.88,0.44,9.4123,0.6,4.69,1.4
000672,0.0008,0.0117,5.52,2.49,1.88,0.44,9.4123,0.6,4.69,1.4
000672,0.0117,0.0126,5.45,2.49,1.88,0.44,9.4123,0.6,4.69,1.4
000672,0.0126,0.0594,5.39,2.49,1.88,0.44,9.4123,0.6,4.69,1.4
000672,0.0594,0.0042,5.08,2.49,1.88,0.44,9.4123,0.6,4.69,1.4
000672,0.0042,0.0128,5.06,2.49,1.88,0.44,9.4123,0.6,4.69,1.4
000672,0.0128,-0.0265,5,2.49,1.88,0.44,9.4123,0.6,4.69,1.4
000672,-0.0265,-0.0025,5.13,2.49,1.88,0.44,9.4123,0.6,4.69,1.4
000672,-0.0025,-0.0382,5.15,2.49,1.88,0.44,9.4123,0.6,4.69,1.4
000672,-0.0382,-0.011,5.35,2.49,1.88,0.44,9.4123,0.6,4.69,1.4
000672,-0.011,0.0119,5.41,2.49,1.88,0.44,9.4123,0.6,4.69,1.4
000672,0.0119,-0.0008,5.35,2.49,1.88,0.44,9.4123,0.6,4.69,1.4
000672,-0.0008,0.0008,5.35,2.49,1.88,0.44,9.4123,0.6,4.69,1.4
000672,0.0008,0.0244,5.35,2.49,1.88,0.44,9.4123,0.6,4.69,1.4
000672,0.0244,0.009,6,2.43,1.74,0.44,9.4123,0.6,4.69,1.4
000672,0.009,0.0184,5.94,2.43,1.74,0.44,9.4123,0.6,4.69,1.4
000672,0.0184,-0.0025,5.83,2.43,1.74,0.44,9.4123,0.6,4.69,1.4
000672,-0.0025,-0.0197,5.85,2.43,1.74,0.44,9.4123,0.6,4.69,1.4
000672,-0.0197,-0.0016,5.97,2.43,1.74,0.44,9.4123,0.6,4.69,1.4
000672,-0.0016,0.0049,5.98,2.43,1.74,0.44,9.4123,0.6,4.69,1.4
000672,0.0049,0.0296,5.95,2.43,1.74,0.44,9.4123,0.6,4.69,1.4
000672,0.0296,0.0042,5.78,2.43,1.74,0.44,9.4123,0.6,4.69,1.4
000672,0.0042,0.0043,5.75,2.43,1.74,0.44,9.4123,0.6,4.69,1.4
000672,0.0043,-0.0034,5.73,2.43,1.74,0.44,9.4123,0.6,4.69,1.4
000672,-0.0034,-0.0345,5.75,2.43,1.74,0.44,9.4123,0.6,4.69,1.4
000672,-0.0345,0.0066,5.95,2.43,1.74,0.44,9.4123,0.6,4.69,1.4
000672,0.0066,-0.025,5.91,2.43,1.74,0.44,9.4123,0.6,4.69,1.4
000672,-0.025,0.0973,6.06,2.43,1.74,0.44,9.4123,0.6,4.69,1.4
000672,0.0973,0.0125,5.53,2.43,1.74,0.44,9.4123,0.6,4.69,1.4
000672,0.0125,-0.0027,5.46,2.43,1.74,0.44,9.4123,0.6,4.69,1.4
000672,-0.0027,-0.0053,5.47,2.43,1.74,0.44,9.4123,0.6,4.69,1.4
000672,-0.0053,-0.0482,5.5,2.43,1.74,0.44,9.4123,0.6,4.69,1.4
000672,-0.0482,0.0025,5.78,2.43,1.74,0.44,9.4123,0.6,4.69,1.4
000672,0.0025,-0.0084,5.77,2.43,1.74,0.44,9.4123,0.6,4.69,1.4
000672,-0.0084,-0.0357,5.81,2.43,1.74,0.44,9.4123,0.6,4.69,1.4
000672,-0.0357,0.0057,6.03,2.43,1.74,0.44,9.4123,0.6,4.69,1.4
000672,0.0057,0.0033,6,2.43,1.74,0.44,9.4123,0.6,4.69,1.4
000672,0.0033,0.0295,5.98,2.43,1.74,0.44,9.4123,0.6,4.69,1.4
000672,0.0295,0,5.8,2.43,1.74,0.44,9.4123,0.6,4.69,1.4
000672,0,-0.0108,5.8,2.43,1.74,0.44,9.4123,0.6,4.69,1.4
000672,-0.0108,-0.0172,5.87,2.43,1.74,0.44,9.4123,0.6,4.69,1.4
000672,-0.0172,0.0374,5.97,2.43,1.74,0.44,9.4123,0.6,4.69,1.4
000672,0.0374,0.0184,5.76,2.43,1.74,0.44,9.4123,0.6,4.69,1.4
000672,0.0184,-0.05,5.84,2.43,1.74,0.44,9.4123,0.6,4.69,1.4
000672,-0.05,0.0371,6.15,2.43,1.74,0.44,9.4123,0.6,4.69,1.4
000672,0.0371,0.035,5.93,2.43,1.74,0.44,9.4123,0.6,4.69,1.4
000672,0.035,-0.0026,5.73,2.43,1.74,0.44,9.4123,0.6,4.69,1.4
000672,-0.0026,-0.0151,5.75,2.43,1.74,0.44,9.4123,0.6,4.69,1.4
000672,-0.0151,0.041,5.83,2.43,1.74,0.44,9.4123,0.6,4.69,1.4
000672,0.041,0.0088,5.6,2.43,1.74,0.44,9.4123,0.6,4.69,1.4
000672,0.0088,-0.0173,5.56,2.43,1.74,0.44,9.4123,0.6,4.69,1.4
000672,-0.0173,0.0239,5.65,2.43,1.74,0.44,9.4123,0.6,4.69,1.4
000672,0.0239,-0.0974,5.52,2.43,1.74,0.44,9.4123,0.6,4.69,1.4
000672,-0.0974,0.0056,6.12,2.43,1.74,0.44,9.4123,0.6,4.69,1.4
000672,0.0056,-0.0072,6.08,2.43,1.74,0.44,9.4123,0.6,4.69,1.4
000672,-0.0072,0.0228,6.13,2.43,1.74,0.44,9.4123,0.6,4.69,1.4
000672,0.0228,-0.0452,5.99,2.43,1.74,1.81,42.6168,2.44,4.25,6.52
000672,-0.0452,-0.0016,6.27,2.43,1.74,1.81,42.6168,2.44,4.25,6.52
000672,-0.0016,-0.0031,6.28,2.43,1.74,1.81,42.6168,2.44,4.25,6.52
000672,-0.0031,-0.0437,6.3,2.43,1.74,1.81,42.6168,2.44,4.25,6.52
000672,-0.0437,-0.0239,6.59,2.43,1.74,1.81,42.6168,2.44,4.25,6.52
000672,-0.0239,0.0177,6.75,2.43,1.74,1.81,42.6168,2.44,4.25,6.52
000672,0.0177,-0.0066,6.64,2.43,1.74,1.81,42.6168,2.44,4.25,6.52
000672,-0.0066,0.0278,6.68,2.43,1.74,1.81,42.6168,2.44,4.25,6.52
000672,0.0278,-0.0015,6.5,2.43,1.74,1.81,42.6168,2.44,4.25,6.52
000672,-0.0015,0.0238,6.51,2.43,1.74,1.81,42.6168,2.44,4.25,6.52
000672,0.0238,-0.0806,6.36,2.43,1.74,1.81,42.6168,2.44,4.25,6.52
000672,-0.0806,-0.0098,6.91,2.43,1.74,1.13,29.8252,1.53,3.78,4.46
000672,-0.0098,0.0021,6.98,2.43,1.74,1.13,29.8252,1.53,3.78,4.46
000672,0.0021,0.1003,6.97,2.43,1.74,1.13,29.8252,1.53,3.78,4.46
000672,0.1003,0,6.33,2.43,1.74,1.13,29.8252,1.53,3.78,4.46
000672,0,0.0485,6.33,2.43,1.74,1.13,29.8252,1.53,3.78,4.46
000672,0.0485,0.0439,6.04,2.43,1.74,1.13,29.8252,1.53,3.78,4.46
000672,0.0439,0.0413,5.79,2.43,1.74,1.13,29.8252,1.53,3.78,4.46
000672,0.0413,0.0225,9.54,2.3,1.54,1.13,29.8252,1.53,3.78,4.46
000672,0.0225,-0.0381,9.33,2.3,1.54,1.13,29.8252,1.53,3.78,4.46
000672,-0.0381,0.0937,9.7,2.3,1.54,1.13,29.8252,1.53,3.78,4.46
000672,0.0937,-0.0047,8.87,2.3,1.54,1.13,29.8252,1.53,3.78,4.46
000672,-0.0047,-0.0319,8.91,2.3,1.54,1.13,29.8252,1.53,3.78,4.46
000672,-0.0319,-0.0205,9.21,2.3,1.54,1.13,29.8252,1.53,3.78,4.46
000672,-0.0205,0.0009,9.4,2.3,1.54,1.13,29.8252,1.53,3.78,4.46
000672,0.0009,0.0342,9.39,2.3,1.54,1.13,29.8252,1.53,3.78,4.46
000672,0.0342,-0.0101,9.08,2.3,1.54,1.13,29.8252,1.53,3.78,4.46
000672,-0.0101,0.0092,9.17,2.3,1.54,1.13,29.8252,1.53,3.78,4.46
000672,0.0092,-0.0018,9.09,2.3,1.54,1.13,29.8252,1.53,3.78,4.46
000672,-0.0018,0.0473,9.11,2.3,1.54,1.13,29.8252,1.53,3.78,4.46
000672,0.0473,0.0288,8.69,2.3,1.54,1.13,29.8252,1.53,3.78,4.46
000672,0.0288,0.0151,8.45,2.3,1.54,1.13,29.8252,1.53,3.78,4.46
000672,0.0151,0.0248,8.33,2.3,1.54,1.13,29.8252,1.53,3.78,4.46
000672,0.0248,-0.0491,8.12,2.3,1.54,1.13,29.8252,1.53,3.78,4.46
000672,-0.0491,-0.0097,8.54,2.3,1.54,1.13,29.8252,1.53,3.78,4.46
000672,-0.0097,0.0029,8.63,2.3,1.54,1.13,29.8252,1.53,3.78,4.46
000672,0.0029,-0.001,8.6,2.3,1.54,1.13,29.8252,1.53,3.78,4.46
000672,-0.001,0.0209,8.61,2.3,1.54,1.13,29.8252,1.53,3.78,4.46
000672,0.0209,0.0308,8.43,2.3,1.54,1.13,29.8252,1.53,3.78,4.46
000672,0.0308,0.0188,8.18,2.3,1.54,1.13,29.8252,1.53,3.78,4.46
000672,0.0188,-0.0083,8.03,2.3,1.54,1.13,29.8252,1.53,3.78,4.46
000672,-0.0083,0.0169,8.1,2.3,1.54,1.13,29.8252,1.53,3.78,4.46
000672,0.0169,0.0406,7.96,2.3,1.54,1.13,29.8252,1.53,3.78,4.46
000672,0.0406,0.0033,7.65,2.3,1.54,1.13,29.8252,1.53,3.78,4.46
000672,0.0033,-0.013,7.63,2.3,1.54,1.13,29.8252,1.53,3.78,4.46
000672,-0.013,0.0055,7.73,2.3,1.54,1.13,29.8252,1.53,3.78,4.46
000672,0.0055,-0.0011,7.69,2.3,1.54,1.13,29.8252,1.53,3.78,4.46
000672,-0.0011,0.02,7.7,2.3,1.54,1.13,29.8252,1.53,3.78,4.46
000672,0.02,-0.011,7.55,2.3,1.54,1.13,29.8252,1.53,3.78,4.46
000672,-0.011,-0.0087,7.63,2.3,1.54,1.13,29.8252,1.53,3.78,4.46
000672,-0.0087,0.0099,7.7,2.3,1.54,1.13,29.8252,1.53,3.78,4.46
000672,0.0099,-0.0033,7.62,2.3,1.54,1.13,29.8252,1.53,3.78,4.46
000672,-0.0033,0.0145,7.65,2.3,1.54,1.13,29.8252,1.53,3.78,4.46
000672,0.0145,0.0239,7.54,2.3,1.54,1.13,29.8252,1.53,3.78,4.46
000672,0.0239,0.008,7.36,2.3,1.54,1.13,29.8252,1.53,3.78,4.46
000672,0.008,-0.0236,7.3,2.3,1.54,1.13,29.8252,1.53,3.78,4.46
000672,-0.0236,0.0183,7.48,2.3,1.54,1.13,29.8252,1.53,3.78,4.46
000672,0.0183,0,7.34,2.3,1.54,1.13,29.8252,1.53,3.78,4.46
000672,0,-0.0046,7.34,2.3,1.54,1.13,29.8252,1.53,3.78,4.46
000672,-0.0046,-0.0146,7.38,2.3,1.54,1.13,29.8252,1.53,3.78,4.46
000672,-0.0146,-0.0022,7.49,2.3,1.54,1.13,29.8252,1.53,3.78,4.46
000672,-0.0022,0.0034,7.5,2.3,1.54,1.13,29.8252,1.53,3.78,4.46
000672,0.0034,0.0056,7.48,2.3,1.54,1.13,29.8252,1.53,3.78,4.46
000672,0.0056,0.0338,7.44,2.3,1.54,1.13,29.8252,1.53,3.78,4.46
000672,0.0338,-0.0023,7.19,2.3,1.54,1.13,29.8252,1.53,3.78,4.46
000672,-0.0023,-0.0012,7.21,2.3,1.54,1.13,29.8252,1.53,3.78,4.46
000672,-0.0012,0.0058,7.22,2.3,1.54,1.13,29.8252,1.53,3.78,4.46
000672,0.0058,-0.0047,7.18,2.3,1.54,1.13,29.8252,1.53,3.78,4.46
000672,-0.0047,0.0202,7.21,2.3,1.54,1.13,29.8252,1.53,3.78,4.46
000672,0.0202,-0.0152,7.07,2.3,1.54,1.13,29.8252,1.53,3.78,4.46
000672,-0.0152,-0.0012,7.18,2.3,1.54,1.13,29.8252,1.53,3.78,4.46
000672,-0.0012,-0.0012,7.18,2.3,1.54,1.13,29.8252,1.53,3.78,4.46
000672,-0.0012,0.0082,7.19,2.3,1.54,1.13,29.8252,1.53,3.78,4.46
000672,0.0082,0.0155,7.13,2.3,1.54,1.13,29.8252,1.53,3.78,4.46
